gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
65308805	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Little Falls	New Jersey	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.869	-74.20819							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20817813				CC0_1_0					2025-11-17T16:46:17.704Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65309039	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	15747 Home	Pennsylvania	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.75034	-79.14643							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20834806				CC0_1_0					2025-11-17T16:46:17.704Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65309372	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	DeMotte	Indiana	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	41.19504	-87.19863							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20857619				CC0_1_0					2025-11-17T16:46:17.705Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65309534	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	82414 Cody	Wyoming	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	44.51492	-109.133224							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20866739				CC0_1_0					2025-11-17T16:46:17.706Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65309985	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	93720 Fresno	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	36.86156	-119.76541							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20897351				CC0_1_0					2025-11-17T16:46:17.706Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65310037	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	54208 Denmark	Wisconsin	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	44.366215	-87.851906							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20901101				CC0_1_0					2025-11-17T16:46:17.706Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65310370	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	38115 Memphis	Tennessee	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	35.0545	-89.8612							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20924660				CC0_1_0					2025-11-17T16:46:17.707Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65310488	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	La Plata	Maryland	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	38.52932	-76.9753							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20933143				CC0_1_0					2025-11-17T16:46:17.708Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65310532	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Biglerville	Pennsylvania	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	39.93039	-77.24801							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20935508				CC0_1_0					2025-11-17T16:46:17.708Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65310983	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Albuquerque	New Mexico	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	35.08445	-106.651581							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20964806				CC0_1_0					2025-11-17T16:46:17.709Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65311261	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	67502 Hutchinson	Kansas	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	38.0903	-97.91835							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20983309				CC0_1_0					2025-11-17T16:46:17.709Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65311379	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Osage City	Kansas	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	38.63391	-95.82587							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20990349				CC0_1_0					2025-11-17T16:46:17.709Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65311423	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	62260 Millstadt	Illinois	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	38.45985	-90.092117							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS20992739				CC0_1_0					2025-11-17T16:46:17.710Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65311874	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	11743 Huntington	New York	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.884	-73.4376							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21023633				CC0_1_0					2025-11-17T16:46:17.711Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65312152	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	46528 Goshen	Indiana	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	41.59892	-85.78934							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21040638				CC0_1_0					2025-11-17T16:46:17.711Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65312314	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	49270 Petersburg	Michigan	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	41.87237	-83.68366							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21052256				CC0_1_0					2025-11-17T16:46:17.711Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65312765	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	17111 Harrisburg	Pennsylvania	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.2627	-76.7989							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21083911				CC0_1_0					2025-11-17T16:46:17.711Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65312927	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	46545 Mishawaka	Indiana	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	41.681999	-86.161812							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21095062				CC0_1_0					2025-11-17T16:46:17.712Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65313043	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	15239 Pittsburgh	Pennsylvania	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.46599	-79.74334							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21102833				CC0_1_0					2025-11-17T16:46:17.712Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65313205	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	85375 Sun City West	Arizona	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	33.661873	-112.346825							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21112315				CC0_1_0					2025-11-17T16:46:17.713Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65313494	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	South Haven	Michigan	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	42.40313	-86.27363							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21128890				CC0_1_0					2025-11-17T16:46:17.713Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65313656	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	13736 Berkshire	New York	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	42.31511	-76.18297							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21139040				CC0_1_0					2025-11-17T16:46:17.713Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65313700	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Wheaton	Illinois	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	41.86613	-88.10697							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21141285				CC0_1_0					2025-11-17T16:46:17.713Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65313818	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Little Silver	New Jersey	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.33681	-74.04708							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21150228				CC0_1_0					2025-11-17T16:46:17.714Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65314385	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	82414 Cody	Wyoming	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	44.51492	-109.133224							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21187460				CC0_1_0					2025-11-17T16:46:17.714Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65314547	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		CA	Portage la Prairie	Manitoba	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	49.97371	-98.28557							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21200549				CC0_1_0					2025-11-17T16:46:17.714Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65314709	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	30094 Conyers	Georgia	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	33.599789	-84.06002							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21213207				CC0_1_0					2025-11-17T16:46:17.715Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65314880	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Park City	Illinois	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	42.34832	-87.88427							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21223863				CC0_1_0					2025-11-17T16:46:17.716Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65314998	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	43235 Columbus	Ohio	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.09893	-83.05977							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21231724				CC0_1_0					2025-11-17T16:46:17.716Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65315276	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	45249 Cincinnati	Ohio	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	39.280769	-84.322731							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21249689				CC0_1_0					2025-11-17T16:46:17.717Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65315320	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	62629 Chatham	Illinois	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	39.676956	-89.69478							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21251687				CC0_1_0					2025-11-17T16:46:17.717Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65315438	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		CA	Kitchener	Ontario	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	43.45005	-80.47984							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21261524				CC0_1_0					2025-11-17T16:46:17.717Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65315771	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Durham	North Carolina	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	35.99404	-78.89863							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21286138				CC0_1_0					2025-11-17T16:46:17.717Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65315889	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Villa Hills	Kentucky	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	39.06336	-84.59304							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21296159				CC0_1_0					2025-11-17T16:46:17.717Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65315933	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	77873 Richards	Texas	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	30.548365	-95.865555							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21300877				CC0_1_0					2025-11-17T16:46:17.718Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65316167	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	39565 Ocean Springs	Mississippi	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	30.53508	-88.77008							2004-02-16	16	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21320078				CC0_1_0					2025-11-17T16:46:17.719Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65316211	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	52060 Maquoketa	Iowa	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	42.07055	-90.66564							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21325620				CC0_1_0					2025-11-17T16:46:17.719Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65316329	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	92570 Perris	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	33.77578	-117.28067							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21336756				CC0_1_0					2025-11-17T16:46:17.720Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65316662	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Yuma	Arizona	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	32.72535	-114.62479							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21378898				CC0_1_0					2025-11-17T16:46:17.720Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65316824	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	07006 Caldwell	New Jersey	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.8475	-74.2788							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21402169				CC0_1_0					2025-11-17T16:46:17.721Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65317058	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Lafayette	Louisiana	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	30.2241	-92.01982							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21427821				CC0_1_0					2025-11-17T16:46:17.721Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65317102	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	48173 Rockwood	Michigan	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	42.08121	-83.23791							2004-02-14	14	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21431426				CC0_1_0					2025-11-17T16:46:17.722Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65317391	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Ashland	Mississippi	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	34.83289	-89.17587							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21456940				CC0_1_0					2025-11-17T16:46:17.722Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65317553	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	55373 Rockford	Minnesota	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	45.0896	-93.7354							2004-02-15	15	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21487793				CC0_1_0					2025-11-17T16:46:17.723Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65317715	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Lincoln	Nebraska	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	40.8	-96.66699							2004-02-13	13	2	2004	5231190	5231190	OBSERVATION	CLO	GBBC	OBS21502398				CC0_1_0					2025-11-17T16:46:17.723Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65318282	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passerellidae	Passerculus	Passerculus sandwichensis		SPECIES	Passerculus sandwichensis (J.F.Gmelin, 1789)	Passerculus sandwichensis		US	92708 Fountain Valley	California	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	33.710087	-117.95072							2001-02-16	16	2	2001	5231142	5231142	OBSERVATION	CLO	GBBC	OBS17660444				CC0_1_0					2025-11-17T16:46:17.723Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65318444	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passerellidae	Passerculus	Passerculus sandwichensis		SPECIES	Passerculus sandwichensis (J.F.Gmelin, 1789)	Passerculus sandwichensis		US	72160 Stuttgart	Arkansas	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	34.495945	-91.55137							2001-02-16	16	2	2001	5231142	5231142	OBSERVATION	CLO	GBBC	OBS17948391				CC0_1_0					2025-11-17T16:46:17.723Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
65318606	82cb293c-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Aves	Passeriformes	Passerellidae	Passerculus	Passerculus sandwichensis		SPECIES	Passerculus sandwichensis (J.F.Gmelin, 1789)	Passerculus sandwichensis		US	36736 Dixons Mills	Alabama	PRESENT		95f1c5d0-8996-11d9-a962-b8a03c50a862	32.05705	-87.728806							2002-02-17	17	2	2002	5231142	5231142	OBSERVATION	CLO	GBBC	OBS18220096				CC0_1_0					2025-11-17T16:46:17.723Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
